,name,id,office,position,cars_info,cars_family_info,all_cars_sum_uah_mln,monthly_salary,all_salary,car_years,all_estate,group,group_car,group_flat,group_years
5140,Сова Тетяна Георгіївна,vulyk_51_165,Загальний місцевий суд,суддя менського районного суду чернігівської обл.,Mitsubishi Lancer;ВАЗ 2109;;,Mitsubishi Lancer;ВАЗ 2109;;;,0.32,18846.0,23838.0,1.1,396.0,суди,low,low,superlow
5141,Совгира Дмитро Іванович,vulyk_58_98,Апеляційний адміністративний суд,суддя вінницького апеляційного адміністративного суду,Volkswagen Passat B6;;,;;;,0.17,22661.0,22661.0,0.6,349.0,суди,low,low,superlow
5160,Сокуренко Дмитро Михайлович,vulyk_51_84,Загальний апеляційний суд,суддя апеляційного суду міста києва,Toyota Prado;Chevrolet Starcraft;;,Honda CR-V;;;;,0.49,22725.0,32724.0,1.3,830.0,суди,low,medium,superlow
5164,Соловей Олексій Миколайович,vulyk_32_8,Міністерство внутрішніх справ,начальник штабу умвс україни в херсонській області,Toyota Avensis;;;,;;,0.16,0.0,0.0,inf,480.0,МВС,low,low,high
5168,Соловейчук Євгенiй Станіславович,vulyk_19_29,Міністерство внутрішніх справ,начальник управління інформаційно-аналітичного забезпечення умвс україни у вінницькій області,;;,Honda Accord;;,0.18,8002.0,9806.0,1.5,420.0,МВС,low,low,superlow
5192,Сорока Людмила Олексіївна,vulyk_17_143,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника - начальник великобілозерського відділення енергодарської одпі гу дфс у запорізький області,ВАЗ 21099;;;,;;;;,0.04,5088.0,5088.0,0.7,700.0,митники,superlow,medium,superlow
5195,Сорока Олена Павлівна,vulyk_16_38,Загальний місцевий суд,суддя червонозаводського районного суду м. харкова,Toyota Auris;Lexus RX 350;,;;;;;;,0.61,17294.0,17294.0,2.9,432.0,суди,medium,low,medium
5214,Стадник Олег Богданович,vulyk_45_81,Загальний апеляційний суд,суддя апеляційного суду тернопільської області,Mitsubishi Lancer X;Chevrolet Lacetti;,Chevrolet Lacetti;;;;,0.27,22806.0,59092.0,0.4,329.0,суди,low,low,superlow
5215,Стадійчук Анатолій Олександрович,vulyk_28_43,Загальний місцевий суд,голова дубенського міськрайонного суду рівненської області,;;;;;,Toyota Camry;Nissan Qashqai;;,0.38,20072.0,33008.0,1.0,340.0,суди,low,low,superlow
5246,Степанова Оксана Сергіївна,vulyk_51_199,Загальний місцевий суд,суддя обухівського районного суду київської області,Toyota Auris;;;,;;;;,0.12,5862.0,13612.0,0.7,306.0,суди,low,low,superlow
5250,Стефанишин Роман Ігорович,vulyk_20_174,Міністерство внутрішніх справ,начальник ужгородського рв умвс україни в закарпатській області,Skoda Octavia Tour;;;,Skoda Octavia Tour;;;,0.23,8190.0,22754.0,0.8,504.0,МВС,low,medium,superlow
5255,Стефурак Євген Миколайович,vulyk_43_24,Загальний апеляційний суд,суддя апеляційного суду івано-франківської області,;;,Chevrolet Lacetti;;,0.08,20164.0,22851.0,0.3,373.0,суди,superlow,low,superlow
5266,Стовба Сергій Миколайович,vulyk_55_191,Загальний місцевий суд,суддя нікопольського міськрайонного суду,Skoda Octavia A5;,;;,0.12,19365.0,23395.0,0.4,336.0,суди,low,low,superlow
5284,Стратієвський Олег Дмитрович,vulyk_15_75,Міністерство внутрішніх справ,начальник іллічівського мв гумвс україни в одеській області,;;,Toyota Lexus GX470;Mercedes-Benz GL 500;Hyundai Sonata;,0.34,8830.0,22596.0,1.3,368.0,МВС,low,low,superlow
5285,Стратієнко Людмила Василівна,vulyk_8_109,Вищий господарський суд,суддя вищого господарського суду україни,BMW X3;;,;;,0.6,23922.0,23922.0,2.1,362.0,суди,medium,low,medium
5296,Струсь Микола Михайлович,vulyk_11_87,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника гайсинської об'єднаної державної податкової інспекції головного управління міндоходів у вінницькій області,Opel Vectra;;,ВАЗ 2101;;;,0.64,5117.0,5117.0,10.4,96.0,митники,medium,superlow,high
5303,Стріха Микола Вікторович,vulyk_19_15,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника митного поста «київ-енергетичний» - начальник відділу митного оформлення № 1енергетичної митниці дфс,;;,Mercedes-Benz C 200;Opel Corsa;,0.1,126.0,249.0,32.7,325.0,митники,low,low,high
5304,Студенець Володимир Іванович,vulyk_8_110,Вищий господарський суд,суддя вищого господарського суду україни,Toyota Camry;;,Mazda CX-5;;,0.49,20937.0,20937.0,2.0,334.0,суди,low,low,medium
5305,Стулень Наталія Олексіївна,vulyk_37_112,Загальний місцевий суд,суддя червоногвардійського районного суду міста макіївки донецької області,Dodge Caliber;;,Subaru Legacy;;;;;,0.35,7193.0,55337.0,0.5,408.0,суди,low,low,superlow
5310,Суворов Валерій Олексійович,vulyk_15_88,Загальний апеляційний суд,суддя апеляційного суду одеської області,Volkswagen Touareg;;,Honda CR-V;;;,0.76,20625.0,37211.0,1.7,289.0,суди,medium,superlow,superlow
5331,Сушик Наталія Вячеславівна,vulyk_12_42,Загальний місцевий суд,голова шацького районного суду волинської області,Lexus ES 350;;;,BMW 735;Mercedes-Benz S 140;,0.54,18186.0,18186.0,2.5,28.0,суди,medium,superlow,medium
5334,Суярко Тетяна Дмитрівна,vulyk_59_89,Господарський місцевий суд,суддя господарського суду харківської області,Audi Q5;;,Audi Q5;;;,0.95,18442.0,21531.0,3.7,244.0,суди,medium,superlow,medium
5339,Сіверін Володимир Іванович,vulyk_57_127,Апеляційний господарський суд,суддя харківського апеляційного господарського суду,Toyota Land Cruiser Prado;Mercedes-Benz 320;;,Toyota Rav 4;;;,0.58,23438.0,23438.0,2.0,196.0,суди,medium,superlow,medium
5351,Сімоненко Валентина Миколаївна,vulyk_56_183,Верховний суд,суддя верховного суду україни,Ford Kuga;;,Mercedes-Benz ML 300;;,0.25,20852.0,20852.0,1.0,315.0,суди,low,low,superlow
5376,Талдонова Алла Анатоліївна,vulyk_13_184,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника криворізької південної об'єднаної дпі гу дфс у дніпропетровській області,;;;,ВАЗ 2102;Chevrolet Aveo;Mazda;,0.06,5362.0,12462.0,0.4,392.0,митники,superlow,low,superlow
5386,Таран Дмитро Петрович,vulyk_33_12,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника дпі у м. черкасах гу міндоходів у черкаській області,;;;,Audi A7;;;,0.61,5548.0,7154.0,7.1,242.0,митники,medium,superlow,high
5392,Тарасевич Петро Петрович,vulyk_20_127,Загальний місцевий суд,суддя великоберезнянського районного суду закарпатської області,;;;,Volkswagen Golf Plus;;;,0.13,12260.0,14188.0,0.7,458.0,суди,low,low,superlow
5397,Тарасов Сергій Георгійович,vulyk_10_27,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник митного поста дніпропетровськ-лівобережний дніпропетровської митниці дфс,Volkswagen Multivan;Honda CR-V;Mercedes-Benz ML,Mercedes-Benz ML-Class;;;;,1.03,7205.0,7205.0,11.9,488.0,митники,high,low,high
5405,Тарнавський Юрій Михайлович,vulyk_10_47,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника управління боротьби з контрабандою та митними правопорушеннями східної митниці міндоходів,Chevrolet Aveo;ВАЗ 2107;Geely Emgrand,Geely Emgrand;;;;,0.3,7497.0,10497.0,2.4,420.0,митники,low,low,medium
5414,Тацій Лариса Василівна,vulyk_56_146,Апеляційний адміністративний суд,заступник голови харківського апеляційного адміністративного суду,Mercedes-Benz GL 550;Toyota Camry;,Mercedes-Benz GL 550;Toyota Camry;,1.35,20803.0,41377.0,2.7,612.0,суди,high,medium,medium
5423,Тельнікова Ірина Георгіївна,vulyk_8_194,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ,Nissan Qashqai;;,Hyundai Santa FE;;,0.38,27083.0,27083.0,1.2,321.0,суди,low,low,superlow
5424,Тенюх Василь Петрович,vulyk_45_19,Загальний апеляційний суд,суддя апеляційного суду львівської області,Toyota Avensis;;,Opel Vectra;;;;,0.78,21864.0,21864.0,3.0,71.0,суди,medium,superlow,medium
5435,Терлецький Олександр Олександрович,vulyk_56_176,Верховний суд,суддя верховного суду україни,Acura MDX;;,;;,0.26,28031.0,28031.0,0.8,560.0,суди,low,medium,superlow
5456,Тимченко Віталій Миколайович,vulyk_12_150,Міністерство внутрішніх справ,начальник тернівського мв гумвс україни в дніпропетровській області,Hyundai Sonata;Skoda Fabia;;,;;,0.19,7401.0,13883.0,1.1,496.0,МВС,low,low,superlow
5467,Тичкова Олена Юріївна,vulyk_39_125,Загальний апеляційний суд,"суддя, заступник голови апеляційного суду харківської області",Mercedes-Benz E 3504 Matic;Mercedes-Benz ML 250;;;;;;;;;;,Mercedes-Benz E 3504 Matic;Mercedes-Benz ML 250;Toyota Land Cruiser;;,2.14,21866.0,21866.0,8.1,406.0,суди,high,low,high
5482,Ткаченко Володимир Миколайович,vulyk_23_76,Міністерство внутрішніх справ,начальник подільського ру гумвс україни в місті києві,Acura MDX;;,Acura MDX;Toyota Rav 4;,0.67,7872.0,10316.0,5.4,188.0,МВС,medium,superlow,medium
5494,Ткаченко Олександр Геннадійович,vulyk_30_86,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника головного управління дфс у сумській області,Volkswagen;;,Renault;;,0.29,5406.0,5501.0,4.4,798.0,митники,low,medium,medium
5507,Товянська Олена Вікторівна,vulyk_60_97,Загальний апеляційний суд,суддя апеляційного суду житомирської області,Ford Kuga;;;,;;;,0.25,19517.0,35350.0,0.6,399.0,суди,low,low,superlow
5518,Томашевський Валерій Анатолійович,vulyk_31_183,Загальний місцевий суд,голова чаплинського районного суду херсонської області,ВАЗ 21093;;;,Mercedes-Benz C 220;;,0.1,22336.0,22473.0,0.4,344.0,суди,low,low,superlow
5523,Тонконог Антон Анатолійович,vulyk_27_92,Міністерство внутрішніх справ,начальник чутівського рв умвс україни в полтавській області,Nissan Qashqai;Nissan X-Trail;,Nissan Qashqai;Nissan X-Trail;,0.88,10451.0,14956.0,4.9,121.0,МВС,medium,superlow,medium
5531,Тороній Едуард Володимирович,vulyk_21_3,Міністерство внутрішніх справ,заступник начальника рв - начальник чопського мв ужгородського рв умвс україни в закарпатській області,Mercedes;;;,Skoda Octavia;;;;,0.04,6546.0,8298.0,0.4,304.0,МВС,superlow,low,superlow
5541,Трещова Надія Михайлівна,vulyk_55_81,Загальний місцевий суд,голова солонянського районного суду дніпропетровської області,Kia Sport;Nissan Juke,Hyundai Getz;;,0.52,21457.0,21457.0,2.0,161.0,суди,medium,superlow,medium
5557,Трояновська Тетяна Михайлівна,vulyk_57_37,Загальний місцевий суд,суддя нововодолазького районного суду харківської області,Audi Q7;;;,Mercedes-Benz G 55 AMG;Volkswagen Transporter;;,1.54,30.0,4467.0,28.7,95.0,суди,high,superlow,high
5563,Трішкова Ірина Юліївна,vulyk_55_57,Загальний апеляційний суд,суддя апеляційного суду харківської області,Volkswagen Polo;,Acura MDX;;,0.39,21524.0,28058.0,1.2,501.0,суди,low,medium,superlow
5582,Тівон Ольга Петрівна,vulyk_31_136,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника кременецької одпі,;;;,Volkswagen LT-35;;,0.1,4838.0,4838.0,1.7,402.0,митники,low,low,superlow
5590,Тітов Юрій Георгійович,vulyk_9_87,Верховний суд,"суддя верховного суду україни, член вищої кваліфікаційної комісії суддів україни",Mitsubishi Pajero Wagon;;;;,SsangYong Kyron;;;,0.55,25829.0,33622.0,1.4,328.0,суди,medium,low,superlow
5596,Удовиченко Олександр Сергійович,vulyk_8_81,Вищий господарський суд,суддя вищого господарського суду україни,;;,Mercedes-Benz ML 350;;,0.28,23190.0,32440.0,0.7,374.0,суди,low,low,superlow
5597,Удовіченко Сергій Олександрович,vulyk_26_63,Адміністративний місцевий суд,заступник голови полтавського окружного адміністративного суду,;;,ВАЗ 21213;BMW 6;Toyota Venza;Toyota Highlander,1.13,19281.0,19281.0,4.9,530.0,суди,high,medium,medium
5602,Українець Людмила Дмитрівна,vulyk_51_41,Загальний апеляційний суд,суддя апеляційного суду міста києва,;;;,Toyota Avensis;Infiniti C37;;;,0.53,23355.0,23355.0,1.9,391.0,суди,medium,low,superlow
5608,Уляненко Федір Михайлович,vulyk_36_160,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник дпі у м. чернігові гу дфс у чернігівській області,;,Volkswagen Touareg;Mercedes-Benz B 180,0.8,1954.0,3517.0,19.1,281.0,митники,medium,superlow,high
5614,Умнова Олена Володимирівна,vulyk_8_158,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ,Audi Q7;;,;;,0.67,21904.0,21904.0,2.6,128.0,суди,medium,superlow,medium
5628,Ушенко Людмила Володимирівна,vulyk_37_15,Апеляційний господарський суд,суддя донецького апеляційного господарського суду,Kia Sorento;;,Toyota Camry;;;;;,0.46,21392.0,41017.0,0.9,650.0,суди,low,medium,superlow
5630,Фаловська Ірина Миколаївна,vulyk_8_159,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ,BMW 325;;,Toyota Land Cruiser;;,0.21,22062.0,26941.0,0.6,365.0,суди,low,low,superlow
5635,Фащевська Наталія Євгенівна,vulyk_45_95,Загальний апеляційний суд,суддя апеляційного суду тернопільської області,;;,Fiat Doblo;;;;,0.11,22680.0,28604.0,0.3,337.0,суди,low,low,superlow
5638,Федик Сергій Григорович,vulyk_29_105,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника городоцької одпі гу дфс у хмельницькій області,;;;,Toyota Corolla;,0.09,4876.0,5858.0,1.3,416.0,митники,superlow,low,superlow
5659,Федорюк Геннадій Йосипович,vulyk_33_84,Міністерство внутрішніх справ,начальник управління кадрового забезпечення умвс україни в чернівецькій області,ВАЗ 21099;Kia Cerato;Toyota Avensis;,Toyota Avensis;;;,0.61,7892.0,12389.0,4.1,0.0,МВС,medium,superlow,low
5666,Федченко Володимир Миколайович,vulyk_57_47,Загальний місцевий суд,суддя борівського районного суду харківської області,Mitsubishi Outlander XL;Hyundai Sonata;УАЗ 469Б;ГАЗ 3110,Mitsubishi Outlander XL;Hyundai Sonata;;,0.81,20792.0,28482.0,2.4,221.0,суди,medium,superlow,medium
5688,Фоменко Олена Петрівна,vulyk_17_114,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,"перший заступник начальника головного управління дфс у запорізький області, голова комісії з реорганізації головного управління міндоходів у запорізький області",Mazda CX-9;Mazda 3;;,Toyota Auris;Kia Sportage;Kia Sorento;;,0.96,4170.0,6311.0,12.6,345.0,митники,medium,low,high
5689,Фомін Віктор Анатолійович,vulyk_17_43,Загальний місцевий суд,голова мелітопольського міськрайонного суду запорізької області,Hyundai Santa FE;;;,Toyota Camry;;;;,0.48,20962.0,22445.0,1.8,528.0,суди,low,medium,superlow
5705,Фрич Тетяна Вікторівна,vulyk_51_87,Загальний апеляційний суд,суддя апеляційного суду м. києва,;;;,ГАЗ 69;Toyota Corolla;Subaru Forester;Skoda Octavia;,0.54,21533.0,37845.0,1.2,215.0,суди,medium,superlow,superlow
5709,Фролова Людмила Давидівна,vulyk_18_31,Загальний місцевий суд,суддя галицького районного суду м. львова,Hyundai Getz;;,Toyota Camry;;,0.23,15442.0,15442.0,1.2,304.0,суди,low,low,superlow
5713,Фурик Юрій Петрович,vulyk_8_196,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ,;;,Toyota Venza;Daihatsu Terios;,0.42,21794.0,21794.0,1.6,382.0,суди,low,low,superlow
5725,Філюк Петро Тодосьович,vulyk_12_24,Загальний апеляційний суд,голова апеляційного суду волинської області,;;;,Mercedes-Benz B320;;,0.15,24945.0,28460.0,0.4,320.0,суди,low,low,superlow
5739,Хайхан Світлана Валентинівна,vulyk_16_63,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника західної одпі м. харькова гу міндоходів у харківській області,Toyota Venza;;,Audi Q7;;;;;;,1.09,3552.0,6263.0,14.6,871.0,митники,high,medium,high
5760,Хвостик Сергій Григорович,vulyk_56_39,Загальний апеляційний суд,cуддя апеляційного суду сумської області,Subaru XV;;,Subaru XV;;,0.52,22031.0,31651.0,1.4,156.0,суди,medium,superlow,superlow
5765,Хитрик Руслан Іванович,vulyk_58_149,Загальний місцевий суд,"суддя, заступник голови рожищенського районного суду волинської області",Chevrolet Aveo;Toyota Camry;,Toyota Camry;;;,0.64,15442.0,15475.0,3.4,284.0,суди,medium,superlow,medium
5775,Хованець Сергій Миколайович,vulyk_33_75,Міністерство внутрішніх справ,"начальник відділу боротьби зі злочинами, пов'язаними з торгівлею людьми умвс україни в чернівецькій області",Opel Vectra;;;,;;;,0.64,8473.0,9841.0,5.4,120.0,МВС,medium,superlow,medium
5789,Хома Марія Володимирівна,vulyk_45_97,Загальний апеляційний суд,суддя апеляційного суду тернопільської області,Kia Cerato;;,;;;;,0.09,18502.0,18502.0,0.4,367.0,суди,superlow,low,superlow
5803,Хоній Зоя Володимирівна,vulyk_28_183,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник дубенської одпі гу дфс у рівненській області,Mitsubishi Colt;;;;;,Toyota Camry;;;,0.36,5067.0,14607.0,2.1,410.0,митники,low,low,medium
5810,Хотенець Павло Васильович,vulyk_59_55,Господарський місцевий суд,"суддя, заступник голови господарського суду харківської області",Mitsubishi Pajero Wagon;;,Toyota Land Cruiser Prado;;;,0.81,23476.0,47544.0,1.4,124.0,суди,medium,superlow,superlow
5811,Хотенко Олена Анатоліївна,vulyk_17_131,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника пологівської одпі гу дфс у запорізький області,Hyundai Santa FE;Toyota Highlander;;,Toyota Highlander;Hyundai Santa FE;;;,1.14,2896.0,3663.0,25.9,616.0,митники,high,medium,high
5843,Цвігун Валентина Леонідівна,vulyk_8_112,Вищий господарський суд,суддя вищого господарського суду україни,Suzuki Jimny;;,Lexus ES-350;;,0.47,22864.0,22864.0,1.7,311.0,суди,low,low,superlow
5847,Ценов Дмитро Миколайович,vulyk_22_25,Міністерство внутрішніх справ,заступник начальника гумвс україни в київської обл,Toyota Rav 4;Mitsubishi Outlander,Toyota Rav 4;Mitsubishi Outlander;,0.66,6823.0,6823.0,8.1,283.0,МВС,medium,superlow,high
5850,Цибик Іван Йосипович,vulyk_20_125,Загальний місцевий суд,голова великоберезнянського районного суду,Volkswagen Golf;;;,Opel Vectra;;;,0.15,20806.0,26128.0,0.5,434.0,суди,low,low,superlow
5859,Циганій Сергій Ілларіонович,vulyk_43_140,Адміністративний місцевий суд,суддя херсонського окружного адміністративного суду,Kia Rio;;,;;,0.15,18037.0,20637.0,0.6,320.0,суди,low,low,superlow
5881,Цюх Ганна Захарівна,vulyk_42_177,Господарський місцевий суд,суддя господарського суду івано-франківської області,ВАЗ 2106;;;,Jeep Compass;;,0.35,21091.0,38268.0,0.8,426.0,суди,low,low,superlow
5885,Ціленко Валерій Анатолійович,vulyk_42_71,Господарський місцевий суд,голова господарського суду полтавської області,;;;,BMW 3 Series;;,0.65,21020.0,22027.0,2.4,390.0,суди,medium,low,medium
5886,Ціось Владислав Валентинович,vulyk_13_32,Міністерство внутрішніх справ,начальник індустріального районного відділу дніпропетровського міського управління гумвс україни,Toyota Camry;Toyota Corolla;Chevrolet Aveo;,Toyota Camry;Toyota Corolla;Chevrolet Aveo;,0.8,9998.0,9998.0,6.7,220.0,МВС,medium,superlow,medium
5897,Чайкін Ігор Борисович,vulyk_54_35,Загальний місцевий суд,"суддя жовтневого районного суду м. кривого рогу, дніпропетровської області",Toyota Camry;;;,Toyota Corolla;Toyota Rav 4;Toyota Camry;,0.82,16878.0,33737.0,2.0,297.0,суди,medium,superlow,medium
5898,Чайкіна Ольга Володимирівна,vulyk_54_40,Загальний місцевий суд,суддя дзержинського районного суду м. кривого рогу,Toyota Corolla;Toyota Rav 4;Toyota Camry;,Toyota Camry;;;,0.82,16859.0,33737.0,2.0,214.0,суди,medium,superlow,medium
5899,Чалий Ігор Сергійович,vulyk_56_148,Апеляційний адміністративний суд,суддя харківського апеляційного адміністративного суду,Land Rover Range Rover Evoque;;,Volkswagen CC;;,0.89,16779.0,20347.0,3.6,188.0,суди,medium,superlow,medium
5905,Чеботар Сергій Іванович,vulyk_25_3,Міністерство внутрішніх справ,заступник міністра внутрішніх справ україни - керівник апарату,;;;,Range Rover;Toyota Camry;;,0.79,13502.0,13502.0,4.9,398.0,МВС,medium,low,medium
5908,Чегурко Олександр Михайлович,vulyk_14_98,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника дпі у м. іллічівську гу дфс в одеській області,Lexus RX-400h;;;,Honda CR-V;Toyota Yaris;;,0.54,5407.0,6907.0,6.5,512.0,митники,medium,medium,medium
5918,Чепур Олена Анатоліївна,vulyk_24_128,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника кіровоградської одпі гу міндоходів у кіровоградській області,Chery Flagcloud;;;,Peugeot 308;Fiat Bravo;,0.19,4360.0,5895.0,2.6,310.0,митники,low,low,medium
5929,Черепахін Володимир Олексійович,vulyk_32_175,Загальний місцевий суд,заступник голови кам'янець-подільського міськрайонного суду хмельницької області,;;;,Daewoo Lanos;;,0.05,18562.0,20195.0,0.2,898.0,суди,superlow,medium,superlow
5935,Черкова Ніна Тимофіївна,vulyk_55_74,Загальний місцевий суд,суддя синельниківського міськрайонного суду дніпропетровської області,Nissan TIIDA;,;;,0.12,19129.0,19129.0,0.5,371.0,суди,low,low,superlow
5956,Чернобай Олег Іванович,vulyk_41_190,Загальний місцевий суд,голова ковпаківського районного суду м. суми,Toyota Land Cruiser Prado;;;,;;;;,0.56,20773.0,20773.0,2.3,262.0,суди,medium,superlow,medium
5957,Чернов Євген Володимирович,vulyk_8_114,Вищий господарський суд,суддя вищого господарського суду україни,Audi A6;;,Audi Q7;;,1.07,26306.0,30316.0,2.9,276.0,суди,high,superlow,medium
5968,Чернота Людмила Федорівна,vulyk_37_23,Апеляційний господарський суд,суддя донецького апеляційного господарського суду,;;,Honda CR-V;;;;;,0.16,17926.0,37385.0,0.3,312.0,суди,low,low,superlow
5969,Чернота Сергій Васильович,vulyk_21_175,Загальний місцевий суд,ясинуватський міськрайонний суд донецької обл.. - голова суду,Honda CR-V;;;,;;;;,0.16,19459.0,37385.0,0.3,312.0,суди,low,low,superlow
5972,Чернушенко Антон Васильович,vulyk_52_2,Загальний апеляційний суд,голова апеляційного суду міста києва,;,Mitsubishi Lancer;;;,0.11,24861.0,24861.0,0.4,496.0,суди,low,low,superlow
5985,Чеснокова Анна Олександрівна,vulyk_26_79,Адміністративний місцевий суд,суддя полтавського окружного адміністративного суду,;;,Chevrolet Aveo;Peugeot;;,0.06,18851.0,18851.0,0.3,361.0,суди,superlow,low,superlow
5994,Чижиченко Денис Володимирович,vulyk_58_58,Загальний місцевий суд,суддя жовтневого районного суду м. харкова,Toyota Venza;Mercedes-Benz E200;,Toyota Rav 4;;;,0.62,17843.0,17843.0,2.9,95.0,суди,medium,superlow,medium
5998,Чир Павло Васильович,vulyk_30_144,Загальний місцевий суд,голова борщівського районного суду тернопільської області,ЗАЗ 968 МР;Renault Laguna;,;;,0.05,19998.0,19998.0,0.2,360.0,суди,superlow,low,superlow
6010,Чопей Василь Євгенович,vulyk_23_42,Міністерство внутрішніх справ,начальник управління фінансового забезпечення та бухгалтерського обліку гумвс україни в м. києві,Volkswagen Touareg;;,Toyota Rav 4;;,0.89,13219.0,13219.0,5.6,112.0,МВС,medium,superlow,medium
6015,Чорний Ігор Олексійович,vulyk_16_93,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника красноградської одпі гу міндоходів у харківській області,ВАЗ 211540-110-20;;,;;;;;;,0.05,5202.0,5202.0,0.8,328.0,митники,superlow,low,superlow
6018,Чорнобривко Юрій Васильович,vulyk_42_28,Загальний апеляційний суд,суддя апеляційного суду луганської області,Mercedes-Benz GL 320;BMW X1;;,Mercedes-Benz GL 320;BMW X1;,1.36,22575.0,22575.0,5.0,182.0,суди,high,superlow,medium
6021,Чуб Ганна Володимирівна,vulyk_13_126,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник дпі у красногвардійському районі м. дніпропетровська гу дфс у дніпропетровській області,;;;,Toyota Avensis;;;,0.21,4318.0,13636.0,1.3,340.0,митники,low,low,superlow
6048,Шавлак Олександр В'ячеславович,vulyk_10_190,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника чернігівської митниці дфс,Mitsubishi Pajero Wagon;;,ВАЗ 21113;Subaru Tribeca;;;,0.67,3108.0,4386.0,12.7,916.0,митники,medium,medium,high
6049,Шайда Василь Васильович,vulyk_10_88,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,головний державний інспектор м. п. узов ягодинська митниця міндоходів,Volkswagen Tiguan;;,;;;;,0.23,26963.0,26963.0,0.7,445.0,митники,low,low,superlow
6053,Шалай Костянтин Михайлович,vulyk_10_21,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник дніпропетровської митниці дфс,Toyota Camry;;,Toyota Highlander;;;;,0.87,20392.0,20425.0,3.6,366.0,митники,medium,low,medium
6061,Шапка Володимир Васильович,vulyk_42_29,Загальний апеляційний суд,суддя апеляційного суду луганської області,ЗАЗ 968;;;,ЗАЗ 968;;,0.01,22249.0,28113.0,0.0,391.0,суди,superlow,low,superlow
6069,Шаповалов Дмитро Олександрович,vulyk_12_101,Міністерство внутрішніх справ,начальник вмз гумвсукраїни в дніпропетровській області,;;;,Toyota Land Cruiser Prado;Toyota Camry;,0.43,0.0,0.0,inf,312.0,МВС,low,low,high
6076,Шаргало Віктор Іванович,vulyk_8_65,Вищий господарський суд,суддя вищого господарського суду україни,Audi Q7;;,;;,0.67,29076.0,29076.0,1.9,95.0,суди,medium,superlow,superlow
6077,Шаренко Світлана Леонідівна,vulyk_52_25,Загальний місцевий суд,"голова київського районного суду м. харкова, суддя",Renault Scenic;Lexus RX 350,ЗАЗ 1102 Таврия;Nissan X-Trail;;,0.6,22821.0,22821.0,2.2,388.0,суди,medium,low,medium
6085,Шахова Олена Василівна,vulyk_51_44,Загальний апеляційний суд,суддя апеляційного суду міста києва,Mercedes-Benz ML 350;;;,Volkswagen Passat;;;;,0.94,21569.0,21569.0,3.6,94.0,суди,medium,superlow,medium
