,name,id,office,position,cars_info,cars_family_info,all_cars_sum,all_cars_sum_uah,all_cars_sum_uah_mln,monthly_salary,monthly_salary_family,all_salary,all_estate,group,car_years,group_car,group_flat,group_years
4770,Руденко Олексій Олексійович,vulyk_25_21,Міністерство внутрішніх справ,начальник губоз мвс україни,Audi Q7;;;,Mercedes ML-250;;;,51755.0,621060.0,0.62,11843.0,1608.0,13451.0,209.0,МВС,3.8,low,superlow,low
4884,Садовий Сергій Володимирович,vulyk_35_22,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник полтавської одпі гу міндоходів у полтавській області,Honda Pilot;;,Hyundai Elantra;Honda Pilot;;;,62147.0,745764.0,0.75,5809.0,0.0,5809.0,250.0,митники,10.7,medium,superlow,high
4885,Садовський Костянтин Сергійович,vulyk_52_38,Загальний місцевий суд,"суддя, заступник голови київського районного суду м. харкова",Toyota Highlander;,Toyota Auris;Toyota Highlander;;,72290.0,867480.0,0.87,18108.0,2040.0,20148.0,127.0,суди,3.6,medium,superlow,low
4887,Салагор Микола Михайлович,vulyk_10_194,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник чернівецької митниці дфс,Toyota Land Cruiser Prado;;,Toyota Auris;;;;,57888.0,694656.0,0.69,4408.0,0.0,4408.0,250.0,митники,13.1,low,superlow,high
4908,Самсін Ігор Леонович,vulyk_56_175,Верховний суд,суддя верховного суду україни,;;,Mercedes-Benz S 350;;,43111.0,517332.0,0.52,29534.0,19076.0,48610.0,768.0,суди,0.9,low,medium,superlow
4922,Саранцев Віктор Олексійович,vulyk_13_130,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник державної податкової інспекції у ленінському районі м. дніпропетровська гу дфс у дніпропетровській області,Lexus GX 470;;;,Honda Civic;;;,34319.0,411828.0,0.41,5977.0,0.0,5977.0,631.0,митники,5.7,superlow,low,medium
4928,Сардарян Роберт Геворгович,vulyk_17_169,Прокуратура,прокурор вільнянського району запорізької області,;;;,Audi Q7;;;;,56096.0,673152.0,0.67,11441.0,0.0,11441.0,86.0,суди,4.9,low,superlow,low
4948,Светлічний Юрій Валентинович,vulyk_59_86,Господарський місцевий суд,суддя господарського суду харківської області,Toyota Highlander;;,;;;,43600.0,523200.0,0.52,19959.0,0.0,19959.0,64.0,суди,2.2,low,superlow,superlow
4972,Свічар Олександр Васильович,vulyk_19_74,Міністерство внутрішніх справ,начальник крижопільського рв умвс україни у вінницькій області,Toyota Venza;;,Нива Шевроле;;,43377.0,520524.0,0.52,6631.0,3141.0,9772.0,185.0,МВС,4.4,low,superlow,low
5006,Семчук Андрій Григорович,vulyk_28_102,Міністерство внутрішніх справ,начальник ндекц при умвс україни в рівненській області,Subaru Forester;;;;;,Subaru Forester;Mazda 2;;,49914.0,598968.0,0.6,10257.0,4602.0,14859.0,170.0,МВС,3.4,low,superlow,low
5034,Середа Валерій В'ячеславович,vulyk_25_13,Міністерство внутрішніх справ,ректор львдувс,;;;,Nissan Murano;Nissan X-Trail;;,58719.0,704628.0,0.7,8876.0,0.0,8876.0,308.0,МВС,6.6,medium,superlow,medium
5045,Сидоренко Ігор Анатолійович,vulyk_30_119,Прокуратура,начальник відділу процесуального керівництва у кримінальних провадженнях прокуратури сумської області,Ford Kuga;Skoda Octavia A5;,Ford Kuga;;,52071.0,624852.0,0.62,12647.0,4571.0,17218.0,182.0,суди,3.0,low,superlow,low
5055,Сидоров Борис Володимирович,vulyk_11_129,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника спеціалізованої державної інспекції з обслуговування великих платників у м. дніпропетровську межрегіонального головного управління міндоходів,Skoda Superb;;,Lexus RX 350;;;,46666.0,559992.0,0.56,7672.0,0.0,7672.0,259.0,митники,6.1,low,superlow,medium
5058,Сидорчук Олександр Олександрович,vulyk_10_108,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника львівської митниці дфс,Toyota Camry;;,Land Rover Range Rover Evoque;;;;,54078.0,648936.0,0.65,1290.0,3518.0,4808.0,284.0,митники,11.2,low,superlow,high
5066,Симчера Вадим Васильович,vulyk_10_66,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник закарпатської митниці державної фіскальної служби україни,Skoda Octavia Tour;;,Skoda Octavia Tour;Honda Accord;Volkswagen Tiguan;;,67621.0,811452.0,0.81,4588.0,0.0,4588.0,490.0,митники,14.7,medium,superlow,high
5069,Синчук Василь Людвигович,vulyk_39_109,Прокуратура,прокурор автономної республіки крим,Mercedes-Benz;Chevrolet Tahoe;ЗИМ 12;Volvo 940;Mercedes-Benz CL 500;Mercedes-Benz S 600;Mercedes-Benz S 600;Mercedes-Benz G 55;Mercedes-Benz CL 500;BMW E66;Toyota Camry;Chevrolet Express,;;;;,294828.0,3537936.0,3.54,9173.0,0.0,9173.0,402.0,суди,32.1,high,superlow,high
5075,Сисенко Юрій Віталійович,vulyk_15_66,Міністерство внутрішніх справ,начальник овідіопольського рв гумвс україни в одеській області,Toyota Land Cruiser Prado;;,Toyota Camry;;;,46796.0,561552.0,0.56,6259.0,6742.0,13001.0,118.0,МВС,3.6,low,superlow,low
5089,Скиба Володимир Володимирович,vulyk_18_169,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника гу дфс у львівській області,Land Rover Range Rover;;,;;,46365.0,556380.0,0.56,807.0,0.0,807.0,166.0,митники,57.5,low,superlow,high
5133,Слепаньов Олександр Михайлович,vulyk_1_991,Прокуратура,прокурор прокуратури Печерського району м. Києва,BMW 5;;;;;,;;;;;,69438.0,833256.0,0.83,5728.0,0.0,5728.0,286.0,суди,12.1,medium,superlow,high
5137,Слинько Сергій Станіславович,vulyk_8_191,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ,;;,Nissan Qashqai;Toyota Land Cruiser Prado;,53804.0,645648.0,0.65,25830.0,0.0,25830.0,270.0,суди,2.1,low,superlow,superlow
5162,Сметаніна Аліна Валеріївна,vulyk_17_53,Загальний місцевий суд,суддя мелітопольського міськрайонного суду запорізької області,;;;,ВАЗ 2106;ВАЗ 21104;;;,3793.0,45516.0,0.05,0.0,6610.0,6610.0,637.0,суди,0.6,superlow,low,superlow
5174,Смірнов Сергій Володимирович,vulyk_23_55,Міністерство внутрішніх справ,заступник начальника дарницького ру гумвс україни в м. києві,Lexus LX 470;;,Mazda CX-9;;,44000.0,528000.0,0.53,8330.0,0.0,8330.0,0.0,МВС,5.3,low,superlow,medium
5183,Собко Богдан Анатолійович,vulyk_18_125,Міністерство внутрішніх справ,заступник начальника трускавецького мв гумвс україни в львівській області - начальник кримінальної міліції,Kia Sportage;;,;;,11288.0,135456.0,0.14,5410.0,3729.0,9139.0,620.0,МВС,1.2,superlow,low,superlow
5185,Собко Павло Станіславович,vulyk_10_51,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник митного поста слов'янськ східної митниці міндоходів,Seat Altea;;,MG 350;;;;,81869.0,982428.0,0.98,7055.0,0.0,7055.0,156.0,митники,11.6,medium,superlow,high
5207,Соколовський Вадим Вадимович,vulyk_2_83,Прокуратура,заступник прокурора м. одеси одеської області,;;,Mercedes-Benz GL 450;;,45686.0,548232.0,0.55,12573.0,0.0,12573.0,108.0,суди,3.6,low,superlow,low
5210,Сокуренко Дмитро Михайлович,vulyk_51_84,Загальний апеляційний суд,суддя апеляційного суду міста києва,Toyota Prado;Chevrolet Starcraft;;,Honda CR-V;;;;,40919.0,491028.0,0.49,22725.0,9999.0,32724.0,830.0,суди,1.3,superlow,medium,superlow
5216,Соловей Сергій Петрович,vulyk_24_197,Прокуратура,прокурор доманівського району миколаївської області,Honda Accord;;;,BMW X1;;,50030.0,600360.0,0.6,10069.0,6729.0,16798.0,345.0,суди,3.0,low,superlow,low
5242,Сорока Людмила Олексіївна,vulyk_17_143,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника - начальник великобілозерського відділення енергодарської одпі гу дфс у запорізький області,ВАЗ 21099;;;,;;;;,3395.0,40740.0,0.04,5088.0,0.0,5088.0,700.0,митники,0.7,superlow,medium,superlow
5245,Сорока Олена Павлівна,vulyk_16_38,Загальний місцевий суд,суддя червонозаводського районного суду м. харкова,Toyota Auris;Lexus RX 350;,;;;;;;,50737.0,608844.0,0.61,17294.0,0.0,17294.0,432.0,суди,2.9,low,superlow,superlow
5255,Справедливий Дмитро Олександрович,vulyk_2_74,Прокуратура,заступник прокурора оболонського району міста києва,Toyota Camry;;,Toyota Venza;Mercedes-Benz S 500;,122171.0,1466052.0,1.47,9522.0,0.0,9522.0,582.0,суди,12.8,high,low,high
5329,Стоєв Андрій Якович,vulyk_1_1790,Прокуратура,заступник прокурора Приморського району м. Одеси Одеської області,;;;;;,Toyota Prado;Toyota RAV 4;;;;,50234.0,602808.0,0.6,9998.0,0.0,9998.0,57.0,суди,5.0,low,superlow,medium
5335,Стратієнко Людмила Василівна,vulyk_8_109,Вищий господарський суд,суддя вищого господарського суду україни,BMW X3;;,;;,50089.0,601068.0,0.6,23922.0,0.0,23922.0,362.0,суди,2.1,low,superlow,superlow
5346,Струсь Микола Михайлович,vulyk_11_87,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника гайсинської об'єднаної державної податкової інспекції головного управління міндоходів у вінницькій області,Opel Vectra;;,ВАЗ 2101;;;,53065.0,636780.0,0.64,5117.0,0.0,5117.0,96.0,митники,10.4,low,superlow,high
5361,Суворов Валерій Олексійович,vulyk_15_88,Загальний апеляційний суд,суддя апеляційного суду одеської області,Volkswagen Touareg;;,Honda CR-V;;;,63685.0,764220.0,0.76,20625.0,16586.0,37211.0,289.0,суди,1.7,medium,superlow,superlow
5381,Сухоребрий Сергій Анатолійович,vulyk_11_17,Прокуратура,заступник прокурора вінницької області,Mitsubishi Outlander;;,Toyota Yaris;;;,20185.0,242220.0,0.24,15561.0,0.0,15561.0,703.0,суди,1.3,superlow,medium,superlow
5382,Сушик Наталія Вячеславівна,vulyk_12_42,Загальний місцевий суд,голова шацького районного суду волинської області,Lexus ES 350;;;,BMW 735;Mercedes-Benz S 140;,45080.0,540960.0,0.54,18186.0,0.0,18186.0,28.0,суди,2.5,low,superlow,superlow
5390,Сіверін Володимир Іванович,vulyk_57_127,Апеляційний господарський суд,суддя харківського апеляційного господарського суду,Toyota Land Cruiser Prado;Mercedes-Benz 320;;,Toyota Rav 4;;;,47917.0,575004.0,0.58,23438.0,0.0,23438.0,196.0,суди,2.0,low,superlow,superlow
5437,Таран Дмитро Петрович,vulyk_33_12,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника дпі у м. черкасах гу міндоходів у черкаській області,;;;,Audi A7;;;,50664.0,607968.0,0.61,5548.0,1606.0,7154.0,242.0,митники,7.1,low,superlow,high
5448,Тарасов Сергій Георгійович,vulyk_10_27,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник митного поста дніпропетровськ-лівобережний дніпропетровської митниці дфс,Volkswagen Multivan;Honda CR-V;Mercedes-Benz ML,Mercedes-Benz ML-Class;;;;,85457.0,1025484.0,1.03,7205.0,0.0,7205.0,488.0,митники,11.9,high,superlow,high
5475,Тенюх Василь Петрович,vulyk_45_19,Загальний апеляційний суд,суддя апеляційного суду львівської області,Toyota Avensis;;,Opel Vectra;;;;,64597.0,775164.0,0.78,21864.0,0.0,21864.0,71.0,суди,3.0,medium,superlow,low
5486,Терлецький Олександр Олександрович,vulyk_56_176,Верховний суд,суддя верховного суду україни,Acura MDX;;,;;,21777.0,261324.0,0.26,28031.0,0.0,28031.0,560.0,суди,0.8,superlow,low,superlow
5518,Тичкова Олена Юріївна,vulyk_39_125,Загальний апеляційний суд,"суддя, заступник голови апеляційного суду харківської області",Mercedes-Benz E 3504 Matic;Mercedes-Benz ML 250;;;;;;;;;;,Mercedes-Benz E 3504 Matic;Mercedes-Benz ML 250;Toyota Land Cruiser;;,178099.0,2137188.0,2.14,21866.0,0.0,21866.0,406.0,суди,8.1,high,superlow,high
5519,Тищенко Вадим Іванович,vulyk_24_199,Прокуратура,прокурор жовтневого району миколаївської області,Mazda 323;Renault Trafic;;,Toyota Land Cruiser;;,26278.0,315336.0,0.32,11289.0,0.0,11289.0,644.0,суди,2.3,superlow,low,superlow
5533,Ткаченко Володимир Миколайович,vulyk_23_76,Міністерство внутрішніх справ,начальник подільського ру гумвс україни в місті києві,Acura MDX;;,Acura MDX;Toyota Rav 4;,56041.0,672492.0,0.67,7872.0,2444.0,10316.0,188.0,МВС,5.4,low,superlow,medium
5545,Ткаченко Олександр Геннадійович,vulyk_30_86,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника головного управління дфс у сумській області,Volkswagen;;,Renault;;,24047.0,288564.0,0.29,5406.0,95.0,5501.0,798.0,митники,4.4,superlow,medium,low
5581,Торованин Володимир Дмитрович,vulyk_21_131,Прокуратура,перший заступник прокурора івано-франківської області,SsangYong Rexton;;;,Skoda Octavia A5;;;;,27844.0,334128.0,0.33,16640.0,5038.0,21678.0,660.0,суди,1.3,superlow,low,superlow
5592,Трещова Надія Михайлівна,vulyk_55_81,Загальний місцевий суд,голова солонянського районного суду дніпропетровської області,Kia Sport;Nissan Juke,Hyundai Getz;;,43364.0,520368.0,0.52,21457.0,0.0,21457.0,161.0,суди,2.0,low,superlow,superlow
5608,Трояновська Тетяна Михайлівна,vulyk_57_37,Загальний місцевий суд,суддя нововодолазького районного суду харківської області,Audi Q7;;;,Mercedes-Benz G 55 AMG;Volkswagen Transporter;;,128238.0,1538856.0,1.54,30.0,4437.0,4467.0,95.0,суди,28.7,high,superlow,high
5614,Трішкова Ірина Юліївна,vulyk_55_57,Загальний апеляційний суд,суддя апеляційного суду харківської області,Volkswagen Polo;,Acura MDX;;,32744.0,392928.0,0.39,21524.0,6534.0,28058.0,501.0,суди,1.2,superlow,low,superlow
5641,Тітов Юрій Георгійович,vulyk_9_87,Верховний суд,"суддя верховного суду україни, член вищої кваліфікаційної комісії суддів україни",Mitsubishi Pajero Wagon;;;;,SsangYong Kyron;;;,46082.0,552984.0,0.55,25829.0,7793.0,33622.0,328.0,суди,1.4,low,superlow,superlow
5648,Удовіченко Сергій Олександрович,vulyk_26_63,Адміністративний місцевий суд,заступник голови полтавського окружного адміністративного суду,;;,ВАЗ 21213;BMW 6;Toyota Venza;Toyota Highlander,94419.0,1133028.0,1.13,19281.0,0.0,19281.0,530.0,суди,4.9,high,low,low
5653,Українець Людмила Дмитрівна,vulyk_51_41,Загальний апеляційний суд,суддя апеляційного суду міста києва,;;;,Toyota Avensis;Infiniti C37;;;,44033.0,528396.0,0.53,23355.0,0.0,23355.0,391.0,суди,1.9,low,superlow,superlow
5659,Уляненко Федір Михайлович,vulyk_36_160,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник дпі у м. чернігові гу дфс у чернігівській області,;,Volkswagen Touareg;Mercedes-Benz B 180,67028.0,804336.0,0.8,1954.0,1563.0,3517.0,281.0,митники,19.1,medium,superlow,high
5665,Умнова Олена Володимирівна,vulyk_8_158,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ,Audi Q7;;,;;,56096.0,673152.0,0.67,21904.0,0.0,21904.0,128.0,суди,2.6,low,superlow,superlow
5679,Ушенко Людмила Володимирівна,vulyk_37_15,Апеляційний господарський суд,суддя донецького апеляційного господарського суду,Kia Sorento;;,Toyota Camry;;;;;,38742.0,464904.0,0.46,21392.0,19625.0,41017.0,650.0,суди,0.9,superlow,low,superlow
5710,Федорюк Геннадій Йосипович,vulyk_33_84,Міністерство внутрішніх справ,начальник управління кадрового забезпечення умвс україни в чернівецькій області,ВАЗ 21099;Kia Cerato;Toyota Avensis;,Toyota Avensis;;;,51005.0,612060.0,0.61,7892.0,4497.0,12389.0,0.0,МВС,4.1,low,superlow,low
5717,Федченко Володимир Миколайович,vulyk_57_47,Загальний місцевий суд,суддя борівського районного суду харківської області,Mitsubishi Outlander XL;Hyundai Sonata;УАЗ 469Б;ГАЗ 3110,Mitsubishi Outlander XL;Hyundai Sonata;;,67500.0,810000.0,0.81,20792.0,7690.0,28482.0,221.0,суди,2.4,medium,superlow,superlow
5739,Фоменко Олена Петрівна,vulyk_17_114,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,"перший заступник начальника головного управління дфс у запорізький області, голова комісії з реорганізації головного управління міндоходів у запорізький області",Mazda CX-9;Mazda 3;;,Toyota Auris;Kia Sportage;Kia Sorento;;,79823.0,957876.0,0.96,4170.0,2141.0,6311.0,345.0,митники,12.6,medium,superlow,high
5740,Фомін Віктор Анатолійович,vulyk_17_43,Загальний місцевий суд,голова мелітопольського міськрайонного суду запорізької області,Hyundai Santa FE;;;,Toyota Camry;;;;,40220.0,482640.0,0.48,20962.0,1483.0,22445.0,528.0,суди,1.8,superlow,low,superlow
5757,Фрич Тетяна Вікторівна,vulyk_51_87,Загальний апеляційний суд,суддя апеляційного суду м. києва,;;;,ГАЗ 69;Toyota Corolla;Subaru Forester;Skoda Octavia;,44709.0,536508.0,0.54,21533.0,16312.0,37845.0,215.0,суди,1.2,low,superlow,superlow
5776,Фільчаков Олександр Васильович,vulyk_16_128,Прокуратура,прокурор київського району м. харкова,BMW X5;;,;;;;;;,43511.0,522132.0,0.52,11313.0,5675.0,16988.0,144.0,суди,2.6,low,superlow,superlow
5792,Хайхан Світлана Валентинівна,vulyk_16_63,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника західної одпі м. харькова гу міндоходів у харківській області,Toyota Venza;;,Audi Q7;;;;;;,91232.0,1094784.0,1.09,3552.0,2711.0,6263.0,871.0,митники,14.6,high,medium,high
5793,Халін Олег Валерійович,vulyk_13_194,Прокуратура,в. о начальника управління нагляду за додержанням законів у кримінальному провадженні прокуратури дніпропетровської області,;;;,Toyota Land Cruiser 200;;;,64671.0,776052.0,0.78,12090.0,1626.0,13716.0,144.0,суди,4.7,medium,superlow,low
5818,Хитрик Руслан Іванович,vulyk_58_149,Загальний місцевий суд,"суддя, заступник голови рожищенського районного суду волинської області",Chevrolet Aveo;Toyota Camry;,Toyota Camry;;;,53132.0,637584.0,0.64,15442.0,33.0,15475.0,284.0,суди,3.4,low,superlow,low
5828,Хованець Сергій Миколайович,vulyk_33_75,Міністерство внутрішніх справ,"начальник відділу боротьби зі злочинами, пов'язаними з торгівлею людьми умвс україни в чернівецькій області",Opel Vectra;;;,;;;,53065.0,636780.0,0.64,8473.0,1368.0,9841.0,120.0,МВС,5.4,low,superlow,medium
5845,Хоменко Павло Леонідович,vulyk_1_1326,Прокуратура,старший прокурор прокуратури міста Тернополя,;;;;;,Toyota Corolla;;;;;,10925.0,131100.0,0.13,7796.0,0.0,7796.0,528.0,суди,1.4,superlow,low,superlow
5863,Хотенець Павло Васильович,vulyk_59_55,Господарський місцевий суд,"суддя, заступник голови господарського суду харківської області",Mitsubishi Pajero Wagon;;,Toyota Land Cruiser Prado;;;,67326.0,807912.0,0.81,23476.0,24068.0,47544.0,124.0,суди,1.4,medium,superlow,superlow
5938,Ціленко Валерій Анатолійович,vulyk_42_71,Господарський місцевий суд,голова господарського суду полтавської області,;;;,BMW 3 Series;;,53854.0,646248.0,0.65,21020.0,1007.0,22027.0,390.0,суди,2.4,low,superlow,superlow
5952,Чайкін Ігор Борисович,vulyk_54_35,Загальний місцевий суд,"суддя жовтневого районного суду м. кривого рогу, дніпропетровської області",Toyota Camry;;;,Toyota Corolla;Toyota Rav 4;Toyota Camry;,68396.0,820752.0,0.82,16878.0,16859.0,33737.0,297.0,суди,2.0,medium,superlow,superlow
5953,Чайкіна Ольга Володимирівна,vulyk_54_40,Загальний місцевий суд,суддя дзержинського районного суду м. кривого рогу,Toyota Corolla;Toyota Rav 4;Toyota Camry;,Toyota Camry;;;,68396.0,820752.0,0.82,16859.0,16878.0,33737.0,214.0,суди,2.0,medium,superlow,superlow
5954,Чалий Ігор Сергійович,vulyk_56_148,Апеляційний адміністративний суд,суддя харківського апеляційного адміністративного суду,Land Rover Range Rover Evoque;;,Volkswagen CC;;,74092.0,889104.0,0.89,16779.0,3568.0,20347.0,188.0,суди,3.6,medium,superlow,low
5956,Чамата Юлія Олексіївна,vulyk_1_1101,Прокуратура,старший прокурор прокуратури Києво-Святошинського району Київської області,Toyota Rav 4;;;;;,ЗАЗ Таврія;BMW X1;;;;,47689.0,572268.0,0.57,5877.0,10686.0,16563.0,40.0,суди,2.9,low,superlow,superlow
5960,Чеботар Сергій Іванович,vulyk_25_3,Міністерство внутрішніх справ,заступник міністра внутрішніх справ україни - керівник апарату,;;;,Range Rover;Toyota Camry;;,66180.0,794160.0,0.79,13502.0,0.0,13502.0,398.0,МВС,4.9,medium,superlow,low
5963,Чегурко Олександр Михайлович,vulyk_14_98,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника дпі у м. іллічівську гу дфс в одеській області,Lexus RX-400h;;;,Honda CR-V;Toyota Yaris;;,45145.0,541740.0,0.54,5407.0,1500.0,6907.0,512.0,митники,6.5,low,low,medium
5975,Чепурна Тетяна Миколаївна,vulyk_1_1682,Прокуратура,старший прокурор прокуратури Дарницького району міста Києва,Honda CR-V;;;;;,Volkswagen Touareg;;;;;,44497.0,533964.0,0.53,8307.0,14660.0,22967.0,257.0,суди,1.9,low,superlow,superlow
5984,Черепахін Володимир Олексійович,vulyk_32_175,Загальний місцевий суд,заступник голови кам'янець-подільського міськрайонного суду хмельницької області,;;;,Daewoo Lanos;;,4272.0,51264.0,0.05,18562.0,1633.0,20195.0,898.0,суди,0.2,superlow,medium,superlow
5992,Чернат Олександр Анатолійович,vulyk_22_151,Прокуратура,васильківський міжрайонний прокурор київської області,Mercedes-Benz ML-320CDI;,;;,65421.0,785052.0,0.79,10245.0,0.0,10245.0,37.0,суди,6.4,medium,superlow,medium
6012,Чернобай Олег Іванович,vulyk_41_190,Загальний місцевий суд,голова ковпаківського районного суду м. суми,Toyota Land Cruiser Prado;;;,;;;;,47030.0,564360.0,0.56,20773.0,0.0,20773.0,262.0,суди,2.3,low,superlow,superlow
6013,Чернов Євген Володимирович,vulyk_8_114,Вищий господарський суд,суддя вищого господарського суду україни,Audi A6;;,Audi Q7;;,88875.0,1066500.0,1.07,26306.0,4010.0,30316.0,276.0,суди,2.9,high,superlow,superlow
6023,Черновський Ігор Васильович,vulyk_1_1124,Прокуратура,старший прокурор прокуратури Печерського району міста Києва,Lexus LX 470;;;;;,BMW X6;Mercedes-Benz Sprinter;Mercedes-Benz Sprinter;;;,81779.0,981348.0,0.98,5004.0,1070.0,6074.0,289.0,суди,13.5,medium,superlow,high
6031,Черняк Алла Богданівна,vulyk_1_1328,Прокуратура,спеціаліст І категорії прокуратури Лановецького району,;;;;;,Ford Transit;Mercedes Benz 611;Toyota Land Cruiser 200;;;,66238.0,794856.0,0.79,5648.0,17480.0,23128.0,283.0,суди,2.9,medium,superlow,superlow
6050,Чижиченко Денис Володимирович,vulyk_58_58,Загальний місцевий суд,суддя жовтневого районного суду м. харкова,Toyota Venza;Mercedes-Benz E200;,Toyota Rav 4;;;,51690.0,620280.0,0.62,17843.0,0.0,17843.0,95.0,суди,2.9,low,superlow,superlow
6066,Чопей Василь Євгенович,vulyk_23_42,Міністерство внутрішніх справ,начальник управління фінансового забезпечення та бухгалтерського обліку гумвс україни в м. києві,Volkswagen Touareg;;,Toyota Rav 4;;,74492.0,893904.0,0.89,13219.0,0.0,13219.0,112.0,МВС,5.6,medium,superlow,medium
6104,Шавлак Олександр В'ячеславович,vulyk_10_190,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника чернігівської митниці дфс,Mitsubishi Pajero Wagon;;,ВАЗ 21113;Subaru Tribeca;;;,55713.0,668556.0,0.67,3108.0,1278.0,4386.0,916.0,митники,12.7,low,medium,high
6109,Шалай Костянтин Михайлович,vulyk_10_21,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник дніпропетровської митниці дфс,Toyota Camry;;,Toyota Highlander;;;;,72649.0,871788.0,0.87,20392.0,33.0,20425.0,366.0,митники,3.6,medium,superlow,low
6132,Шаргало Віктор Іванович,vulyk_8_65,Вищий господарський суд,суддя вищого господарського суду україни,Audi Q7;;,;;,56096.0,673152.0,0.67,29076.0,0.0,29076.0,95.0,суди,1.9,low,superlow,superlow
6133,Шаренко Світлана Леонідівна,vulyk_52_25,Загальний місцевий суд,"голова київського районного суду м. харкова, суддя",Renault Scenic;Lexus RX 350,ЗАЗ 1102 Таврия;Nissan X-Trail;;,50408.0,604896.0,0.6,22821.0,0.0,22821.0,388.0,суди,2.2,low,superlow,superlow
6141,Шахова Олена Василівна,vulyk_51_44,Загальний апеляційний суд,суддя апеляційного суду міста києва,Mercedes-Benz ML 350;;;,Volkswagen Passat;;;;,78293.0,939516.0,0.94,21569.0,0.0,21569.0,94.0,суди,3.6,medium,superlow,low
6150,Швець Віктор Олександрович,vulyk_8_66,Вищий господарський суд,суддя вищого господарського суду україни,;;,Volkswagen Touareg;Honda Accord;,50309.0,603708.0,0.6,22670.0,39757.0,62427.0,476.0,суди,0.8,low,superlow,superlow
6160,Шевцов Олександр Олексійович,vulyk_16_143,Прокуратура,прокурор дергачівського району харківської області,Mercedes-Benz ML 350;;,;;;;;;,66978.0,803736.0,0.8,10835.0,0.0,10835.0,50.0,суди,6.2,medium,superlow,medium
6193,Шелест Інна Миколаївна,vulyk_16_35,Загальний місцевий суд,голова червонозаводського районного суду м. харкова,Mazda CX-7;;,Renault Trafic;;;;;;,25669.0,308028.0,0.31,19767.0,804.0,20571.0,687.0,суди,1.2,superlow,low,superlow
6197,Шелудько Олег Анатолійович,vulyk_11_200,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,аступник начальника інспекції– начальник криворізького управління сдпі у м. дніпропетровську мгу м,Chrysler Crossfire;;,BMW 760;Lexus GX460;ЗАЗ 110557;ВАЗ 21093,80332.0,963984.0,0.96,5434.0,0.0,5434.0,849.0,митники,14.8,medium,medium,high
6225,Шилова Тетяна Семенівна,vulyk_8_199,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ,Subaru Legacy;;,Toyota Land Cruiser Prado;;,51157.0,613884.0,0.61,25353.0,5383.0,30736.0,692.0,суди,1.7,low,low,superlow
6233,Шинкаренко Денис Анатолійович,vulyk_30_137,Прокуратура,шосткинський міжрайонний прокурор сумської області,Kia Rio;;,Toyota Sequoia;;,53342.0,640104.0,0.64,11402.0,0.0,11402.0,69.0,суди,4.7,low,superlow,low
